chapter	I10CODE	I10NAME	FinalI11Code	FinalI11Name	FinalPostcoor	FinalPostcoDesc	FinalMaptype
19	S32.029A	Unspecified fracture of second lumbar vertebra, initial encounter for closed fracture	NB52.0	Fracture of lumbar vertebra	NB52.0&XJ44E&XA2GH9	Fracture of lumbar vertebra & Closed fracture & Second lumbar vertebra	3. only partial map possible
19	S32.039A	Unspecified fracture of third lumbar vertebra, initial encounter for closed fracture	NB52.0	Fracture of lumbar vertebra	NB52.0&XJ44E&XA3N97	Fracture of lumbar vertebra & Closed fracture & Third lumbar vertebra	3. only partial map possible
19	S32.10XA	Unspecified fracture of sacrum, initial encounter for closed fracture	NB52.10	Fracture of sacrum without disruption of pelvic ring	NB52.10&XJ44E	Fracture of sacrum without disruption of pelvic ring & Closed fracture	3. only partial map possible
19	S32.511A	Fracture of superior rim of right pubis, initial encounter for closed fracture	NB52.14	Fracture of pubis without disruption of pelvic ring	NB52.14&XJ44E&XK9K	Fracture of pubis without disruption of pelvic ring & Closed fracture & Right	3. only partial map possible
19	S32.512A	Fracture of superior rim of left pubis, initial encounter for closed fracture	NB52.14	Fracture of pubis without disruption of pelvic ring	NB52.14&XJ44E&XK8G	Fracture of pubis without disruption of pelvic ring & Closed fracture & Left	3. only partial map possible
19	S32.591A	Other specified fracture of right pubis, initial encounter for closed fracture	NB52.14	Fracture of pubis without disruption of pelvic ring	NB52.14&XJ44E&XK9K	Fracture of pubis without disruption of pelvic ring & Closed fracture & Right	3. only partial map possible
19	S32.592A	Other specified fracture of left pubis, initial encounter for closed fracture	NB52.14	Fracture of pubis without disruption of pelvic ring	NB52.14&XJ44E&XK8G	Fracture of pubis without disruption of pelvic ring & Closed fracture & Left	3. only partial map possible
19	S32.9XXA	Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for closed fracture	NB52.Y	Other specified fracture of lumbar spine or pelvis	NB52.0&XJ44E&XA14W3	Other specified fracture of lumbar spine or pelvis & Closed fracture & Lumbar vertebra & Sacrum	3. only partial map possible
19	S33.5XXA	Sprain of ligaments of lumbar spine, initial encounter	NB53.5	Strain or sprain of lumbar spine	NULL	NULL	3. only partial map possible
19	S39.011A	Strain of muscle, fascia and tendon of abdomen, initial encounter	NB94.0	Strain or sprain of muscle, fascia or tendon of abdomen	NULL	NULL	3. only partial map possible
19	S39.012A	Strain of muscle, fascia and tendon of lower back, initial encounter	NB94.1	Strain or sprain of muscle, fascia or tendon of lower back	NULL	NULL	3. only partial map possible
19	S39.012D	Strain of muscle, fascia and tendon of lower back, subsequent encounter	NB94.1	Strain or sprain of muscle, fascia or tendon of lower back	NULL	NULL	3. only partial map possible
19	S39.92XA	Unspecified injury of lower back, initial encounter	NB9Z	Injuries to the abdomen, lower back, lumbar spine or pelvis, unspecified	NULL	NULL	3. only partial map possible
19	S40.011A	Contusion of right shoulder, initial encounter	NC10.1	Contusion of shoulder or upper arm	NC10.1&XK9K&XA2ND5	Contusion of shoulder or upper arm & Right & Shoulder	3. only partial map possible
19	S40.012A	Contusion of left shoulder, initial encounter	NC10.1	Contusion of shoulder or upper arm	NC10.1&XK8G&XA2ND5	Contusion of shoulder or upper arm & Left & Shoulder	3. only partial map possible
19	S40.021A	Contusion of right upper arm, initial encounter	NC10.1	Contusion of shoulder or upper arm	NC10.1&XK9K&XA6809	Contusion of shoulder or upper arm & Right & Upper arm	3. only partial map possible
19	S40.022A	Contusion of left upper arm, initial encounter	NC10.1	Contusion of shoulder or upper arm	NC10.1&XK8G&XA6809	Contusion of shoulder or upper arm & Left & Upper arm	3. only partial map possible
19	S40.811A	Abrasion of right upper arm, initial encounter	NC10.0	Abrasion of shoulder or upper arm	NC10.0&XK9K&XA6809	Abrasion of shoulder or upper arm & Right & Upper arm	3. only partial map possible
19	S40.812A	Abrasion of left upper arm, initial encounter	NC10.0	Abrasion of shoulder or upper arm	NC10.0&XK8G&XA6809	Abrasion of shoulder or upper arm & Left & Upper arm	3. only partial map possible
19	S40.861A	Insect bite (nonvenomous) of right upper arm, initial encounter	NC10.Y	Other specified superficial injury of shoulder or upper arm	NC10.Y&XK9K&XA6809&XJ69A	Other specified superficial injury of shoulder or upper arm & Right & Upper arm & Insect bite, nonvenomous	3. only partial map possible
19	S40.862A	Insect bite (nonvenomous) of left upper arm, initial encounter	NC10.Y	Other specified superficial injury of shoulder or upper arm	NC10.Y&XK8G&XA6809&XJ69A	Other specified superficial injury of shoulder or upper arm & Left & Upper arm & Insect bite, nonvenomous	3. only partial map possible
19	S41.111A	Laceration without foreign body of right upper arm, initial encounter	NC11.0	Laceration without foreign body of shoulder or upper arm	NC11.0&XA6809&XK9K	Laceration without foreign body of shoulder or upper arm&Upper arm&Right	3. only partial map possible
19	S41.112A	Laceration without foreign body of left upper arm, initial encounter	NC11.0	Laceration without foreign body of shoulder or upper arm	NC11.0&XA6809&XK8G	Laceration without foreign body of shoulder or upper arm&Upper arm&Left	3. only partial map possible
19	S42.201A	Unspecified fracture of upper end of right humerus, initial encounter for closed fracture	NC12.2Z	Fracture of upper end of humerus, unspecified site	NC12.2Z&XJ44E&XK9K	Fracture of upper end of humerus, unspecified site & Closed fracture & Right	3. only partial map possible
19	S42.201D	Unspecified fracture of upper end of right humerus, subsequent encounter for fracture with routine healing	NC12.2Z	Fracture of upper end of humerus, unspecified site	NC12.2Z&XJ44E&XK9K	Fracture of upper end of humerus, unspecified site & Right	3. only partial map possible
19	S42.202A	Unspecified fracture of upper end of left humerus, initial encounter for closed fracture	NC12.2Z	Fracture of upper end of humerus, unspecified site	NC12.2Z&XK8G&XJ44E	Fracture of upper end of humerus, unspecified site & Closed fracture & Left	3. only partial map possible
19	S42.202D	Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with routine healing	NC12.2Z	Fracture of upper end of humerus, unspecified site	NC12.2Z&XJ44E&XK8G	Fracture of upper end of humerus, unspecified site & Left & closed	3. only partial map possible
19	S42.211A	Unspecified displaced fracture of surgical neck of right humerus, initial encounter for closed fracture	NC12.21	Fracture of surgical neck of humerus	NC12.21&XK9K&XJ8PQ&XJ44E	Fracture of surgical neck of humerus & Right & Displaced fracture & Closed fracture	3. only partial map possible
19	S42.212A	Unspecified displaced fracture of surgical neck of left humerus, initial encounter for closed fracture	NC12.21	Fracture of surgical neck of humerus	NC12.21&XK8G&XJ8PQ&XJ44E	Fracture of surgical neck of humerus & Left & Displaced fracture & Closed fracture	3. only partial map possible
19	S42.291A	Other displaced fracture of upper end of right humerus, initial encounter for closed fracture	NC12.2Z	Fracture of upper end of humerus, unspecified site	NC12.2Z&XK9K&XJ8PQ&XJ44E	Fracture of upper end of humerus, unspecified site & Right & Displaced fracture & Closed fracture	3. only partial map possible
19	S42.292A	Other displaced fracture of upper end of left humerus, initial encounter for closed fracture	NC12.2Z	Fracture of upper end of humerus, unspecified site	NC12.2Z&XK8G&XJ8PQ&XJ44E	Fracture of upper end of humerus, unspecified site & Left & Displaced fracture & Closed fracture	3. only partial map possible
19	S42.302A	Unspecified fracture of shaft of humerus, left arm, initial encounter for closed fracture	NC12.3	Fracture of shaft of humerus	NC12.3&XK8G&XJ44E	Fracture of shaft of humerus & Left & Closed fracture	3. only partial map possible
19	S43.004A	Unspecified dislocation of right shoulder joint, initial encounter	NC13.0	Dislocation of shoulder joint	NC13.0&XK9K	Dislocation of shoulder joint & Right	3. only partial map possible
19	S43.401A	Unspecified sprain of right shoulder joint, initial encounter	NC13.5	Strain or sprain of shoulder joint	NC13.5&XK9K	Strain or sprain of shoulder joint&Right	3. only partial map possible
19	S43.402A	Unspecified sprain of left shoulder joint, initial encounter	NC13.5	Strain or sprain of shoulder joint	NC13.5&XK8G	Strain or sprain of shoulder joint&Left	3. only partial map possible
19	S43.431A	Superior glenoid labrum lesion of right shoulder, initial encounter	NC13.5	Strain or sprain of shoulder joint	NC13.5&XK9K	Strain or sprain of shoulder joint & Right	3. only partial map possible
19	S46.011A	Strain of muscle(s) and tendon(s) of the rotator cuff of right shoulder, initial encounter	NC16.00	Strain or sprain of muscle or tendon of the rotator cuff of shoulder	NC16.00&XK9K	Strain or sprain of muscle or tendon of the rotator cuff of shoulder & Right	3. only partial map possible
19	S46.012A	Strain of muscle(s) and tendon(s) of the rotator cuff of left shoulder, initial encounter	NC16.00	Strain or sprain of muscle or tendon of the rotator cuff of shoulder	NC16.00&XK8G	Strain or sprain of muscle or tendon of the rotator cuff of shoulder & Left	3. only partial map possible
19	S46.111A	Strain of muscle, fascia and tendon of long head of biceps, right arm, initial encounter	NC16.10	Strain or sprain of muscle, fascia or tendon of long head of biceps	NC16.10&XK9K	Strain or sprain of muscle, fascia or tendon of long head of biceps & Right	3. only partial map possible
19	S46.211A	Strain of muscle, fascia and tendon of other parts of biceps, right arm, initial encounter	NC16.20	Strain or sprain of muscle, fascia or tendon of other parts of biceps	NC16.20&XK9K	Strain or sprain of muscle, fascia or tendon of other parts of biceps & Right	3. only partial map possible
19	S46.811A	Strain of other muscles, fascia and tendons at shoulder and upper arm level, right arm, initial encounter	NC16.Y	Injury of other specified muscle, fascia, tendon or bursa at shoulder or upper arm level	NC16.Y&XK9K	Injury of other specified muscle, fascia, tendon or bursa at shoulder or upper arm level & Right	3. only partial map possible
19	S46.812A	Strain of other muscles, fascia and tendons at shoulder and upper arm level, left arm, initial encounter	NC16.Y	Injury of other specified muscle, fascia, tendon or bursa at shoulder or upper arm level	NC16.Y&XK8G	Injury of other specified muscle, fascia, tendon or bursa at shoulder or upper arm level & Left	3. only partial map possible
19	S46.911A	Strain of unspecified muscle, fascia and tendon at shoulder and upper arm level, right arm, initial encounter	NC16.Z	Injury of unspecified muscle, fascia or tendon at shoulder or upper arm level	NC16.Z&XK9K	Injury of unspecified muscle, fascia or tendon at shoulder or upper arm level & Right	3. only partial map possible
19	S46.912A	Strain of unspecified muscle, fascia and tendon at shoulder and upper arm level, left arm, initial encounter	NC16.Z	Injury of unspecified muscle, fascia or tendon at shoulder or upper arm level	NC16.Z&XK8G	Injury of unspecified muscle, fascia or tendon at shoulder or upper arm level & Left	3. only partial map possible
19	S49.91XA	Unspecified injury of right shoulder and upper arm, initial encounter	NC1Z	Injuries to the shoulder or upper arm, unspecified	NULL	NULL	3. only partial map possible
19	S49.92XA	Unspecified injury of left shoulder and upper arm, initial encounter	NC1Z	Injuries to the shoulder or upper arm, unspecified	NULL	NULL	3. only partial map possible
19	S50.01XA	Contusion of right elbow, initial encounter	NC30.1	Contusion of elbow	NC30.1&XK9K	Contusion of elbow & Right	3. only partial map possible
19	S50.02XA	Contusion of left elbow, initial encounter	NC30.1	Contusion of elbow	NC30.1&XK8G	Contusion of elbow & Left	3. only partial map possible
19	S50.11XA	Contusion of right forearm, initial encounter	NC30.3	Contusion of other or unspecified parts of forearm	NC30.3&XK9K	Contusion of other or unspecified parts of forearm & Right	3. only partial map possible
19	S50.12XA	Contusion of left forearm, initial encounter	NC30.3	Contusion of other or unspecified parts of forearm	NC30.3&XK8G	Contusion of other or unspecified parts of forearm & Left	3. only partial map possible
19	S50.311A	Abrasion of right elbow, initial encounter	NC30.0	Abrasion of elbow	NC30.0&XK9K	Abrasion of elbow & Right	3. only partial map possible
19	S50.312A	Abrasion of left elbow, initial encounter	NC30.0	Abrasion of elbow	NC30.0&XK8G	Abrasion of elbow & Left	3. only partial map possible
19	S50.811A	Abrasion of right forearm, initial encounter	NC30.2	Abrasion of other or unspecified parts of forearm	NC30.2&XK9K	Abrasion of other or unspecified parts of forearm & Right	3. only partial map possible
19	S50.812A	Abrasion of left forearm, initial encounter	NC30.2	Abrasion of other or unspecified parts of forearm	NC30.2&XK8G	Abrasion of other or unspecified parts of forearm & Left	3. only partial map possible
19	S51.011A	Laceration without foreign body of right elbow, initial encounter	NC31.Y	Other specified open wound of forearm	NC31.Y&XK9K&XA9FF8/PL11.0	Other specified open wound of forearm & Right & Elbow / Cut, puncture or tear, as mode of injury or harm	3. only partial map possible
19	S51.012A	Laceration without foreign body of left elbow, initial encounter	NC31.Y	Other specified open wound of forearm	NC31.Y&XK8G&XA9FF8/PL11.0	Other specified open wound of forearm & Left & Elbow / Cut, puncture or tear, as mode of injury or harm	3. only partial map possible
19	S51.801A	Unspecified open wound of right forearm, initial encounter	NC31.Z	Open wound of forearm, unspecified	NC31.Z&XK9K&XA7WB0	Open wound of forearm, unspecified&Right&Forearm	3. only partial map possible
19	S51.802A	Unspecified open wound of left forearm, initial encounter	NC31.Z	Open wound of forearm, unspecified	NC31.Z&XK8G&XA7WB0	Open wound of forearm, unspecified&Left&Forearm	3. only partial map possible
19	S51.811A	Laceration without foreign body of right forearm, initial encounter	NC31.0	Laceration without foreign body of forearm	NC31.0&XK9K	Laceration without foreign body of forearm & Right	3. only partial map possible
19	S51.812A	Laceration without foreign body of left forearm, initial encounter	NC31.0	Laceration without foreign body of forearm	NC31.0&XK8G	Laceration without foreign body of forearm & Left	3. only partial map possible
19	S52.501A	Unspecified fracture of the lower end of right radius, initial encounter for closed fracture	NC32.5Z	Fracture of lower end of radius, unspecified	NC32.5Z&XK9K&XJ44E	Fracture of lower end of radius, unspecified & Right & Closed fracture	3. only partial map possible
19	S52.501D	Unspecified fracture of the lower end of right radius, subsequent encounter for closed fracture with routine healing	NC32.5Z	Fracture of lower end of radius, unspecified	NC32.5Z&XK9K&XJ44E	Fracture of lower end of radius, unspecified & Right & Closed fracture	3. only partial map possible
19	S52.502A	Unspecified fracture of the lower end of left radius, initial encounter for closed fracture	NC32.5Z	Fracture of lower end of radius, unspecified	NC32.5Z&XK8G&XJ44E	Fracture of lower end of radius, unspecified & Left & Closed fracture	3. only partial map possible
19	S52.502D	Unspecified fracture of the lower end of left radius, subsequent encounter for closed fracture with routine healing	NC32.5Z	Fracture of lower end of radius, unspecified	NC32.5Z&XK8G&XJ44E	Fracture of lower end of radius, unspecified & Left & Closed fracture	3. only partial map possible
19	S52.531A	Colles' fracture of right radius, initial encounter for closed fracture	NC32.50	Fracture of lower end of radius, dorsal tilt	NC32.50&XK9K&XJ44E	Fracture of lower end of radius, dorsal tilt & Right & Closed fracture	3. only partial map possible
19	S52.532A	Colles' fracture of left radius, initial encounter for closed fracture	NC32.50	Fracture of lower end of radius, dorsal tilt	NC32.50&XK8G&XJ44E	Fracture of lower end of radius, dorsal tilt & Left & Closed fracture	3. only partial map possible
19	S52.571A	Other intraarticular fracture of lower end of right radius, initial encounter for closed fracture	NC32.5Y	Other specified fracture of lower end of radius	NC32.5Y&XJ44E&XK9K	Other specified fracture of lower end of radius&Closed Fracture&Right	3. only partial map possible
19	S52.572A	Other intraarticular fracture of lower end of left radius, initial encounter for closed fracture	NC32.5Y	Other specified fracture of lower end of radius	NC32.5Y&XJ44E&XK8G	Other specified fracture of lower end of radius&Closed Fracture&Left	3. only partial map possible
19	S52.592A	Other fractures of lower end of left radius, initial encounter for closed fracture	NC32.5Y	Other specified fracture of lower end of radius	NC32.5Y&XK8G&XJ44E	Other specified fracture of lower end of radius & Right & Closed fracture	3. only partial map possible
19	S60.211A	Contusion of right wrist, initial encounter	NC51.10	Contusion of other parts of wrist or hand	NC51.10&XK9K&XA2J63	Contusion of other parts of wrist or hand & Right & Wrist	3. only partial map possible
19	S60.212A	Contusion of left wrist, initial encounter	NC51.10	Contusion of other parts of wrist or hand	NC51.10&XK8G&XA2J63	Contusion of other parts of wrist or hand & Left & Wrist	3. only partial map possible
19	S60.221A	Contusion of right hand, initial encounter	NC51.10	Contusion of other parts of wrist or hand	NC51.10&XK9K	Contusion of other parts of wrist or hand & Right	3. only partial map possible
19	S60.222A	Contusion of left hand, initial encounter	NC51.10	Contusion of other parts of wrist or hand	NC51.10&XK8G	Contusion of other parts of wrist or hand & Left	3. only partial map possible
19	S60.511A	Abrasion of right hand, initial encounter	NC51.1Y	Other specified superficial injury of other parts of wrist or hand	NC51.1Y&XJ652	Other specified superficial injury of other parts of wrist or hand & Abrasion	3. only partial map possible
19	S60.512A	Abrasion of left hand, initial encounter	NC51.1Y	Other specified superficial injury of other parts of wrist or hand	NC51.1Y&XJ652	Other specified superficial injury of other parts of wrist or hand & Abrasion	3. only partial map possible
19	S61.011A	Laceration without foreign body of right thumb without damage to nail, initial encounter	NC52.00	Laceration without foreign body of finger or thumb	NC52.00&XA8DJ6&XK9K	Laceration without foreign body of finger or thumb&Thumb&Right	3. only partial map possible
19	S61.012A	Laceration without foreign body of left thumb without damage to nail, initial encounter	NC52.00	Laceration without foreign body of finger or thumb	NC52.00&XA8DJ6&XK8G	Laceration without foreign body of finger or thumb&Thumb&Left	3. only partial map possible
19	S61.210A	Laceration without foreign body of right index finger without damage to nail, initial encounter	NC52.00	Laceration without foreign body of finger or thumb	NC52.00&XA6NZ0&XK9K	Laceration without foreign body of finger or thumb&Index finger&Right	3. only partial map possible
19	S61.211A	Laceration without foreign body of left index finger without damage to nail, initial encounter	NC52.00	Laceration without foreign body of finger or thumb	NC52.00&XA6NZ0&XK8G	Laceration without foreign body of finger or thumb&Index finger&Left	3. only partial map possible
19	S61.212A	Laceration without foreign body of right middle finger without damage to nail, initial encounter	NC52.00	Laceration without foreign body of finger or thumb	NC52.00&XA0Y38&XK9K	Laceration without foreign body of finger or thumb&Middle finger&Right	3. only partial map possible
19	S61.213A	Laceration without foreign body of left middle finger without damage to nail, initial encounter	NC52.00	Laceration without foreign body of finger or thumb	NC52.00&XA0Y38&XK8G	Laceration without foreign body of finger or thumb&Middle finger&Left	3. only partial map possible
19	S61.214A	Laceration without foreign body of right ring finger without damage to nail, initial encounter	NC52.00	Laceration without foreign body of finger or thumb	NC52.00&XA06X8&XK9K	Laceration without foreign body of finger or thumb&Ring finger&Right	3. only partial map possible
19	S61.215A	Laceration without foreign body of left ring finger without damage to nail, initial encounter	NC52.00	Laceration without foreign body of finger or thumb	NC52.00&XA06X8&XK8G	Laceration without foreign body of finger or thumb&Ring finger&Left	3. only partial map possible
19	S61.216A	Laceration without foreign body of right little finger without damage to nail, initial encounter	NC52.00	Laceration without foreign body of finger or thumb	NC52.00&XA5EN3&XK9K	Laceration without foreign body of finger or thumb&Little finger&Right	3. only partial map possible
19	S61.217A	Laceration without foreign body of left little finger without damage to nail, initial encounter	NC52.00	Laceration without foreign body of finger or thumb	NC52.00&XA5EN3&XK8G	Laceration without foreign body of finger or thumb&Little finger&Left	3. only partial map possible
19	S61.411A	Laceration without foreign body of right hand, initial encounter	NC52.10	Laceration without foreign body of other parts of wrist or hand	NC52.10&XK9K	Laceration without foreign body of other parts of wrist or hand & Right	3. only partial map possible
19	S61.412A	Laceration without foreign body of left hand, initial encounter	NC52.10	Laceration without foreign body of other parts of wrist or hand	NC52.10&XK8G	Laceration without foreign body of other parts of wrist or hand & Left	3. only partial map possible
19	S61.451A	Open bite of right hand, initial encounter	NC52.14	Open bite of other parts of wrist or hand	NC52.14&XA5R12&XK9K	Open bite of other parts of wrist or hand&Hand&Right	3. only partial map possible
19	S61.452A	Open bite of left hand, initial encounter	NC52.14	Open bite of other parts of wrist or hand	NC52.14&XA5R12&XK8G	Open bite of other parts of wrist or hand&Hand&Left	3. only partial map possible
19	S61.512A	Laceration without foreign body of left wrist, initial encounter	NC52.10	Laceration without foreign body of other parts of wrist or hand	NC52.10&XK8G&XA2J63	Laceration without foreign body of other parts of wrist or hand & Left & Wrist	3. only partial map possible
19	S62.102A	Fracture of unspecified carpal bone, left wrist, initial encounter for closed fracture	NC53.1	Fracture of other carpal bone	NC53.1&XK8G&XJ44E	Fracture of other carpal bone & Left & Closed fracture	3. only partial map possible
19	S63.501A	Unspecified sprain of right wrist, initial encounter	NC54.6Z	Strain or sprain of wrist, unspecified	NC54.6Z&XK9K	Strain or sprain of wrist, unspecified	3. only partial map possible
19	S63.502A	Unspecified sprain of left wrist, initial encounter	NC54.6Z	Strain or sprain of wrist, unspecified	NC54.6Z&XK8G	Strain or sprain of wrist, unspecified	3. only partial map possible
19	S69.91XA	Unspecified injury of right wrist, hand and finger(s), initial encounter	NC5Z	Injuries to the wrist or hand, unspecified	NULL	NULL	3. only partial map possible
19	S69.92XA	Unspecified injury of left wrist, hand and finger(s), initial encounter	NC5Z	Injuries to the wrist or hand, unspecified	NULL	NULL	3. only partial map possible
19	S70.01XA	Contusion of right hip, initial encounter	NC70.1	Contusion of hip	NULL	NULL	3. only partial map possible
19	S70.02XA	Contusion of left hip, initial encounter	NC70.1	Contusion of hip	NULL	NULL	3. only partial map possible
19	S70.11XA	Contusion of right thigh, initial encounter	NC70.3	Contusion of thigh	NULL	NULL	3. only partial map possible
19	S70.12XA	Contusion of left thigh, initial encounter	NC70.3	Contusion of thigh	NULL	NULL	3. only partial map possible
19	S72.001A	Fracture of unspecified part of neck of right femur, initial encounter for closed fracture	NC72.2Z	Fracture of neck of femur, unspecified	NC72.2Z&XK9K&XJ44E	Fracture of neck of femur, unspecified & Right & Closed fracture	3. only partial map possible
19	S72.001D	Fracture of unspecified part of neck of right femur, subsequent encounter for closed fracture with routine healing	NC72.2Z	Fracture of neck of femur, unspecified	NC72.2Z&XK9K&XJ44E	Fracture of neck of femur, unspecified & Right & Closed fracture	3. only partial map possible
19	S72.002A	Fracture of unspecified part of neck of left femur, initial encounter for closed fracture	NC72.2Z	Fracture of neck of femur, unspecified	NC72.2Z&XK8G&XJ44E	Fracture of neck of femur, unspecified & Left & Closed fracture	3. only partial map possible
19	S72.002D	Fracture of unspecified part of neck of left femur, subsequent encounter for closed fracture with routine healing	NC72.2Z	Fracture of neck of femur, unspecified	NC72.2Z&XK8G&XJ44E	Fracture of neck of femur, unspecified & Left & Closed fracture	3. only partial map possible
19	S72.011A	Unspecified intracapsular fracture of right femur, initial encounter for closed fracture	NC72.23	Intracapsular fracture of femur	NULL	NULL	3. only partial map possible
19	S72.011D	Unspecified intracapsular fracture of right femur, subsequent encounter for closed fracture with routine healing	NC72.23	Intracapsular fracture of femur	NULL	NULL	3. only partial map possible
19	S72.012A	Unspecified intracapsular fracture of left femur, initial encounter for closed fracture	NC72.23	Intracapsular fracture of femur	NULL	NULL	3. only partial map possible
19	S72.012D	Unspecified intracapsular fracture of left femur, subsequent encounter for closed fracture with routine healing	NC72.23	Intracapsular fracture of femur	NULL	NULL	3. only partial map possible
19	S72.031A	Displaced midcervical fracture of right femur, initial encounter for closed fracture	NC72.21	Fracture of neck of femur, mid-cervical	NC72.21&XK9K&XJ44E&XJ8PQ	Fracture of neck of femur, mid-cervical & Right & Closed fracture & Displaced fracture	3. only partial map possible
19	S72.032A	Displaced midcervical fracture of left femur, initial encounter for closed fracture	NC72.21	Fracture of neck of femur, mid-cervical	NC72.21&XK8G&XJ44E&XJ8PQ	Fracture of neck of femur, mid-cervical & Left & Closed fracture & Displaced fracture	3. only partial map possible
19	S72.141A	Displaced intertrochanteric fracture of right femur, initial encounter for closed fracture	NC72.30	Intertrochanteric fracture of femur	NC72.30&XK9K&XJ44E&XJ8PQ	Intertrochanteric fracture of femur & Right & Closed fracture & Displaced fracture	3. only partial map possible
19	S72.141D	Displaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with routine healing	NC72.30	Intertrochanteric fracture of femur	NC72.30&XK9K&XJ44E&XJ8PQ	Intertrochanteric fracture of femur & Right & Closed fracture & Displaced fracture	3. only partial map possible
19	S72.142A	Displaced intertrochanteric fracture of left femur, initial encounter for closed fracture	NC72.30	Intertrochanteric fracture of femur	NC72.30&XK8G&XJ44E&XJ8PQ	Intertrochanteric fracture of femur & Left & Closed fracture & Displaced fracture	3. only partial map possible
19	S72.142D	Displaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with routine healing	NC72.30	Intertrochanteric fracture of femur	NC72.30&XK8G&XJ44E&XJ8PQ	Intertrochanteric fracture of femur & Left & Closed fracture & Displaced fracture	3. only partial map possible
19	S72.144A	Nondisplaced intertrochanteric fracture of right femur, initial encounter for closed fracture	NC72.30	Intertrochanteric fracture of femur	NC72.30&XK9K&XJ44E	Intertrochanteric fracture of femur & Right & Closed fracture	3. only partial map possible
19	S72.145A	Nondisplaced intertrochanteric fracture of left femur, initial encounter for closed fracture	NC72.30	Intertrochanteric fracture of femur	NC72.30&XK8G&XJ44E	Intertrochanteric fracture of femur & Left & Closed fracture	3. only partial map possible
19	S72.21XA	Displaced subtrochanteric fracture of right femur, initial encounter for closed fracture	NC72.4	Subtrochanteric fracture of femur	NC72.4&XK9K&XJ44E&XJ8PQ	Subtrochanteric fracture of femur & Right & Closed fracture & Displaced fracture	3. only partial map possible
19	S72.22XA	Displaced subtrochanteric fracture of left femur, initial encounter for closed fracture	NC72.4	Subtrochanteric fracture of femur	NC72.4&XK8G&XJ44E&XJ8PQ	Subtrochanteric fracture of femur & Left & Closed fracture & Displaced fracture	3. only partial map possible
19	S72.401A	Unspecified fracture of lower end of right femur, initial encounter for closed fracture	NC72.6Z	Fracture of lower end of femur, unspecified	NC72.6Z&XK9K&XJ44E	Fracture of lower end of femur, unspecified & Right & Closed fractur	3. only partial map possible
19	S76.011A	Strain of muscle, fascia and tendon of right hip, initial encounter	NC76.00	Strain or sprain of muscle, fascia or tendon of hip	NULL	NULL	3. only partial map possible
19	S76.012A	Strain of muscle, fascia and tendon of left hip, initial encounter	NC76.00	Strain or sprain of muscle, fascia or tendon of hip	NULL	NULL	3. only partial map possible
19	S79.911A	Unspecified injury of right hip, initial encounter	NC7Z	Injuries to the hip or thigh, unspecified	NULL	NULL	3. only partial map possible
19	S79.912A	Unspecified injury of left hip, initial encounter	NC7Z	Injuries to the hip or thigh, unspecified	NULL	NULL	3. only partial map possible
19	S80.01XA	Contusion of right knee, initial encounter	NC90.1	Contusion of knee	NC90.1&XK9K	Contusion of knee & Right	3. only partial map possible
19	S80.02XA	Contusion of left knee, initial encounter	NC90.1	Contusion of knee	NC90.1&XK8G	Contusion of knee & Left	3. only partial map possible
19	S80.11XA	Contusion of right lower leg, initial encounter	NC90.3	Contusion of other or unspecified parts of lower leg	NC90.3&XK9K	Contusion of other or unspecified parts of lower leg & Right	3. only partial map possible
19	S80.12XA	Contusion of left lower leg, initial encounter	NC90.3	Contusion of other or unspecified parts of lower leg	NC90.3&XK8G	Contusion of other or unspecified parts of lower leg & Left	3. only partial map possible
19	S80.211A	Abrasion, right knee, initial encounter	NC90.0	Abrasion of knee	NC90.0&XK9K	Abrasion of knee & Right	3. only partial map possible
19	S80.212A	Abrasion, left knee, initial encounter	NC90.0	Abrasion of knee	NC90.0&XK8G	Abrasion of knee & Left	3. only partial map possible
19	S80.811A	Abrasion, right lower leg, initial encounter	NC90.2	Abrasion of other or unspecified parts of lower leg	NC90.2&XK9K	Abrasion of other or unspecified parts of lower leg & Right	3. only partial map possible
19	S80.812A	Abrasion, left lower leg, initial encounter	NC90.2	Abrasion of other or unspecified parts of lower leg	NC90.2&XK8G	Abrasion of other or unspecified parts of lower leg & Left	3. only partial map possible
19	S80.861A	Insect bite (nonvenomous), right lower leg, initial encounter	NC90.Y	Other specified superficial injury of knee or lower leg	NC90.Y&XJ69A&XK9K	Other specified superficial injury of knee or lower leg&Insect bite, nonvenomous&Right	3. only partial map possible
19	S80.862A	Insect bite (nonvenomous), left lower leg, initial encounter	NC90.Y	Other specified superficial injury of knee or lower leg	NC90.Y&XJ69A&XK8G	Other specified superficial injury of knee or lower leg&Insect bite, nonvenomous&Left	3. only partial map possible
19	S81.011A	Laceration without foreign body, right knee, initial encounter	NC91.Y	Other specified open wound of knee or lower leg	NC91.Y&XA8KL5&XK9K	&Knee&Right	3. only partial map possible
19	S81.012A	Laceration without foreign body, left knee, initial encounter	NC91.Y	Other specified open wound of knee or lower leg	NC91.Y&XA8KL5&XK8G	Other specified open wound of knee or lower leg&Knee&Lef	3. only partial map possible
